1845,August 27,,"The first graduation ceremony was held. Thirty-four students awarded diplomas. (Ann. Rpt. Exec. Comm., Jan. 27, 1846, p. 14)."
1848,January 1,,"Principal David Page dies. Page Hall on the Downtown Campus was named for Principal Page in 1929. Among Page’s achievements were designing a curriculum that remained largely unchanged until 1890, securing the support of the legislature for the new experiment in teacher training, and securing legislation that allowed every recipient of a Normal School diploma to teach in the State of New York. (Exec. Comm. Minutes, Jan. 1, 1848, Vol. 1, p. 70; French, p. 92) "
1848,January 12,,"George R. Perkins, LL.D., the first faculty member hired at the Normal School, appointed principal effective Jan. 1. (Exec. Comm. Minutes, Jan. 12, 1848, Vol. 1, p. 72) "
1848,April,,"Governor John Young approves the Act of the Legislature passed April 12, 1848 titled ""An act for the permanent establishment of the Normal School"" and the sum of $15,000 for the building of a permanent Normal School building at corner of Lodge and Howard Streets. The City of Albany donates the old fire house on the corner. The following year the State appropriated another $10,000.00 to complete the building and a further $3,500.00 for furnishings. The main entrance of the building faced Lodge Street. (Annual Report of Executive Committee, Feb. 11, 1850, p. 9) See the Annual Report of the Executive Committee, 1850 for a print of the new building by Richard H. Pease, the floor plans, as well as a description of the design of the building for the building. George J. Penchard of firm of Perkins & Penchard, was the architect, . (Exec. Comm. Minutes, March 28, 1848, Vol. 1, p. 83)  For the exact location of the building see Map of the City of Albany with Villages of Greenbush, East Albany, & Bath. Sprague & Co. Surveyed and drawn by E. Jacobs, 1857. Albany County Hall of Records.)"
1849,April 11,,"By act of the Legislature ""Every teacher shall be deemed a qualified teacher who shall have in possession a diploma of the State Normal school."" (Annual Register and Circular of the State Normal School, Albany, N. Y., for the year ending July 31, 1851, p. 37, Appendix A of the Annual Report of the Executive Committee of the State Normal School to the Legislature, in Senate, No. 34, January 12, 1852) "
1849,July 31,,"The Normal School moves to new permanent building at the Corner of Lodge & Howard Streets. (Ann. Rpt. Exec. Comm., April 12, 1852, p. 3; French, pp. 93-94). This building was occupied by the School until 1885. It was demolished in 1949. (Alumni Quarterly, Jan. 1949, p. 2) "
1849,September 26,,"The Association of Graduates of the New York State Normal School was formed by William Phelps, SNS ’45, supervisor of the Practice School, 1845-52, Silas Bowen, SNS '45, Teacher of Intellectual Philosophy, 1845-53, and William W. Clark, ‘45, Teacher of Natural Philosophy and Chemistry, 1845-51. The Association is the direct predecessor of current Alumni Association. The Association, lead by Corresponding Secretary William Phelps ‘45, maintains a record of the address and profession of graduates. Phelps set up an educational placement bureau for the Normal School through the Association of Graduates. The Association’s members were also seen as a ginger group to give political support the Executive Committee’s plans for the Normal School. The Association meets biannually. With Phelps’ departure in 1852 the Association lost its driving force and appeared by be primarily a mechanism for organizing reunions. Reunions were held in 1851, 1853, 1857, 1859. Reunions were canceled during the Civil War and not very successfully renewed in the late sixties. They were held in 1867, 1868, 1870, and 1872. (For the founding of the Association of Graduates see the Annual Report of the Executive Committee of the State Normal School to the Assembly, Jan. 3, 1850, pp. 8-9, 22-25. For a list of reunion dates see French, p. 108. For the first Constitution of the Association of Graduates see Appendix C, Annual Report of the Executive Committee, January 3, 185[1])"
1850,,,"Samuel Randall, Esq. donates 250 books to establish the Experimental School library. (For Youth & the State, p. 11) "
1850,March 231850,," The Legislature passes “An act to provide for the support and education of a limited number of Indian youth of the State of New York, at the State Normal School.” (Annual Report of the Executive Committee of the State Normal School, January 3, 1851, p. 7; French, p. 94-95)"
1850,May,,"Nine Native American pupils were admitted, three women and six men, including Caroline, Nicholson & Newton Parker, all of Pembroke, Lucia Green and Mary Jemison of Cattaurugus, Levi Williams of Collins, Thomas Webster of Lenox, and Honues Neddy of Onondaga. (Indian Pupils list, Appendix B,Annual Report of the Executive Committee, January 3, 1851, p. 21) Between 1850 and 1853 at total of twenty-five Native American students attended the Normal School or its Experimental School. None were listed as graduates of the school and on July 21, 1853 the Legislature passed a bill, at the urging of the Executive Committee, providing for the education ofIndian pupils at academies instead of the Normal School. (French, p. 94-95; Annual Report of the Executive Committee of the State Normal School, Dec. 31, 1853, p. 6-7) See also Harriet Twoguns, class of 1865."
1851,March,,"Leo S. Root returns $75.00 to the School in compensation for not teaching as per his signed pledge. Root was freed of his moral obligation to teach by action of the Executive Committee. (Executive Committee Minutes, March 14, 1851, . I, p. 115) He pursued a career as a manufacturing, analytic and consulting chemist. (Historical Sketch...., 1894, p. 135)"
1852,July 8,,"Principal George R. Perkins submits letter of resignation on May 17 effective July 8 to become mathematician for the New York Central Railroad. (Exec. Comm. Minutes, May 17, 1852, Vol. 1, p. 160) "
1852,September 20,,"Samuel B. Woolworth, LL.D. assumes principal’s position. (Exec. Comm. Minutes, July 1, 1852, Vol. I, p. 164) Woolworth was the first college graduate to be appointed principal. He introduced departmental concentrations for teachers but was unsuccessful in his attempt to introduce the lecture method which the Executive Committee rejected as promoting inattention. (French, p. 95-96)"
1854,,,"Superintendent of Experimental School and Director of Practice Teaching appointed. (For Youth & the State, p. 11)"
1856,January 31,,"Oldest extant Commencement Program. (Bound with Executive Committee Minutes, Feb. 7, 1851 [originals], Vol. 1, p. 219) "
1856,February 1,,"Principal Samuel B. Woolworth resigns effective Feb. 1 to become Secretary to the Board of Regents and a member of the Executive Committee of the Normal School. As a Secretary of the Regents, Woolworth would introduce the Regents Exams. (French, pp. 95- 97; Executive Committee Minutes, January 4, 1856, Vol. I, p. 234) Woolworth would serve as acting principal of the school in 1867 upon the resignation of Oliver Arey, becoming the first person to lead the institution twice. "
1856,February 25,,"David Cochran, A.M., Ph.D. appointed principal. (Exec. Comm. Minutes, January 21, 1856, Vol. I, p. 236) Cochran was born in Springville, N.Y., July 28, 1828, a graduate of Hamilton College, class 1850, taught at Clinton Liberal Institute and subsequently served as principal of Fredonia Academy before his appointment as Professor of Natural Science at the State Normal School in September 1854. (“Obituary, David H. Cochran, Ph.D., LL.D,” The Echo, November 1909, p. 73)"
1858-59,,,"Charlotte V. UsherThe first African-American student attends the Normal School. There is no record of her graduation and no indication in our records that Usher was African-American. Information about her being African American come solely from Carlton Maybee, Black Education in New York State, p. 312, fn. 10. "
1858-59,September,,"–“Callisthenics” first appear in the “Program of Exercises.” Callisthenics and Sub-Lectures were held from 12:40-1:15 replacing what had been a rest period. On December 1st the Executive Committee give the principal permission to hire the first instructor of “Callisthenics & Gymnastics”, I. L. Montgomery. Montgomery was never listed with the regular faculty of the school so he must have served as an adjunct. Callisthenics continued to appear in the “Program of Exercises” through the fall of 1862. The Annual Report of the Executive Committee for February 10, 1863 noted the steep decline of male students and the program of exercised for the Fall limited Calisthenics and Sub-Lectures to ten minutes in the second of three fall terms. No subsequent “Programme” mentions Calisthenics during the 19th Century. In the April of 1861 “military drill” was added to the gymnastic exercises for men. Military drill was lauded in the 1862 Annual Report for “important points of superiority over gymnastics. Its effect on the carriage, its tendency to produce a habit of subordination, and its power to create the highest precision and promptness in action, have been shown to be of the first order.” Military drill was conducted by Professors Husted and Kimball until they resigned to lead the Normal School Company in the Civil War. (“Program of Exercises,” Appendix B, Documents Accompanying the Annual Report of the Executive Committee, January 19, 1859, p. 28-30; Exec. Comm. Min., December 1, 1859; Annual Report of the Executive Committee, Feb. 4, 1862, p. 9; Annual Report of the Executive Committee, February 10, 1863, p. 7-8, and Appendix B"
1860,January 27,10,"Literary Societies of the State Normal School hold semi-annual exercises. This is the first record of a literary society at the school. At the time two societies for males existed, the Excelsior Society and the Independent Association. No mention of a women’s literary society appears until the early 1870s. (""Program, Semi-Annual Exercises of the Literary Societies of the State Normal School, January 27, 1860."" Commencement Program Binder, 1857-1917, Office of President Records)"
1861,September,,"Primary Department created an Experimental School as a separate department. The department prepared students age five to seven using the Pestalozzian or object method of teaching. All female Normal School students spent one week in the department and one hour per week discussing the training method. The first supervisor of the department was Lydia K. Keyes SNS ‘54. A tuition of $20.00 a year was charged per pupil. (Annual Report of the Executive Committee, February 6, 1863, p. 11, and accompanying Annual Register and Circular of the State Normal School for the Year ending July 10, 1862, p. 35; For Youth & The State, p. 11) French indicates that the Juvenile Department was open in 1862. This appears to be a misreading of the record. (French, p. 100)"
1862,September,,"Normal School Company formed to fight in the Civil War. Led by Lieutenant, subsequently Captain, Albert N. Husted, SNS ‘45, and Captain Rodney Kimball, the Company fought at Fredricksburg, Chancellorsville, Gettysburg, Wilderness, Spottsville, and Cold Harbor. (Husted Hall was named for Husted in 1927. Husted served as a teacher and subsequently professor of Mathematics of the Normal School/Normal College from September 17, 1855 until his resignation to lead the Normal School Company on July 12, 1862. He was rehired on November 4, 1864 and served continuously as a faculty member until his death on October 16, 1912. He served an interim appointment as principal on the death of President Alden in 1889. Of one hundred original volunteers, seventeen died of wounds, eight of disease, and five were commissioned as officers in African-American regiments. For a brief account of the Company’s activities see A. N. Husted’s account of the Company’s service in A Historical Sketch of the State Normal School at Albany, N.Y. and a History of Its Graduates for Forty Years (Albany: Brandow & Barton, 1884), pp. xii-xv."
1863,January 23,,"Literary Societies hold semi-annual exercises. The renamed Independent Order of Normals (I.O.N.) [formerly Independent Association] and Ex Society, both male student organizations, again hold exercises. (See ""Semi-Annual Exercises of the Literary Societies of the State Normal School,"" Commencement Programs Binder, 1857-1917, President's Office Records)"
1864,September 19,,"Principal David Cochran submits his resignation to accept the presidency of Polytechnic Institute in Brooklyn, N.Y. At the State Normal School Cochran introduced object-teaching or Pestalozzianism to the school curriculum. The teaching method was used in a new Juvenile Department opened in 1861. The exact date Cochran’s resignation took effect is unclear as he agreed to stay until a successor took office. He remained principal until early December and perhaps into January of 1864. (Cochran to Executive Committee, September 19, 1864, Minutes of the Executive Committee, Sept. 19, 1864, Vol. I, p. 295-6; decision to appoint Oliver Arey Principal, Dec. 2, 1864, Vol I, p. 298; and January 12, 1865, Vol I, p. 299. The latter minutes indicate that Arey accepted the principalship but leaves blank the date at which he actually started work. (French, p. 99-101) Cochran served as President of Brooklyn Polytechnic Institute from 1864 until his retirement in 1899. He continued to be involved with the State Normal School until at least 1900 when he spoke at the dedication of the Soldiers’ Memorial Tablet honoring the Normal School dead in the Civil War. Cochran died in Brooklyn on October 6, 1909. (“Obituary, David H. Cochran, Ph.D., LL.D,” The Echo, November 1909, p. 73) "
1864,December 2,,"Oliver Arey, A.M., is appointed principal by Executive Committee to start at earliest possible date. (Exec. Comm. Minutes, Dec. 2, 1864, Vol I, p. 298)"
1865,January 12[?],,"Oliver Arey assumes office of Principal. The Executive Committee Minutes of January 12, 1865, leave the impression that Arey did not take office until the new year. (Exec. Comm. Minutes, Vol. I, p. 299) The local newspapers should be checked to see whether there is notice of Cochran’s departure and Arey’s arrival!! "
1865,July 13,,"Harriet E. Twoguns of the Cattaraugus Reservation graduates, the first Native American student to do so. Twoguns taught African-American children in the south for twenty years after graduation. (Historical Sketch, 1894, p. 204) Harriet Twoguns’ descendent, Lee Leroy, received a Distinguished Alumni Award in her honor in 1971. (Carillon, Summer 1971, p. 1)"
1867,January 8,,"–Principal Oliver Arey’s resignation accepted by the Executive Committee on January 8 effective as of the end of the term. Arey's term as principal was marked by a dispute with the faculty, the nature of which remains unclear. (Exec. Comm. Minutes, January 8, 1867, Vol. I, p. 319; French, pp. 101-102 details charges against Arey by faculty and counter charges filed by Arey, all of which were withdrawn from the official record.) "
1867,February 19,,"The Secretary to the Executive Committee, Samuel B. Woolworth, a former Principal, appointed Principal until a permanent Principal can be selected. Woolworth became the only person to lead the institution twice. (Exec. Comm. Minutes, Feb. 19, 1867, Vol. I, p. 320-21)"
1867,April 3,,"Joseph Alden, D.D., LL.D., becomes the school’s first president. Alden was informally hired on April 3 to begin work on April 22. The change in title from principal to president was approved by the Executive Committee at its July 8 meeting. (Exec. Comm. Minutes, July 8, 1867, V "
1870,,10,"Philomathean Society, young ladies literary society, founded ca. 1870. From programs for a Ladies Literary Society dating from 1873, it appears that the Philomathean Society may have been a later name for the Ladies Literary Society. (Literary Societies folder; Archives Vertical File; Echo, Sept. 1893, p. 11)"
1872,,4,"July 2--The Association of Graduates is revived. William J. Ballard, SNS ‘70, is elected president, Oscar Myers, SNS ’70, is elected vice president, Charles J. Majory, SNS ‘72, is elected treasurer, and Sherman Williams, SNS ‘71, is elected secretary. The new leadership resolved to query graduates about forming a new Association which would meet once a year. The annual meeting would feature literary exercises including an oration, a poem, a historical essay, and addresses by the president and vice president. (Biennial Meeting Minutes, July 2, 1872, Alumni Association Minutes, 1872-1917, p, 1-2. Alumni Association Records)"
1873,,4,"B>June 30--The first annual meeting of the renewed Association of Graduates is held and a new constitution is adopted. The object of the Association is to “continue the social relations among the graduates, to enable them to know, or to learn at any time the whereabouts of one another and present at its regular meetings such exercises as shall best conduce to these ends.” The constitution established a differential fee, $.75 per year for men, and $.25 per year for women. Meetings were set for the close of the summer term.(Constitution of the Association of Graduates of the New York State Normal School, Article II, Article IV, section V, and Article V. Annual Meeting Minutes, June 30, 1873, Alumni Association Minutes, 1872-1917, pp. 3-6)"
1874,,4,"December 30--At the second Annual Meeting Alumni Association dues were raised to $1.00 for men and $.50 for women. In 1879 the dues returned to $.75 for men and $.25 for women. The Annual Meeting time shifted to the week between Christmas and New Year. Sherman Williams, secretary, launches an effort to identify every graduate of the school. (Annual Meeting Minutes, December 30, 1874, Alumni Association Minutes, 1872-1917, pp.12-13; Annual Meeting Minutes, December 30, 1879, Alumni Association Minutes, 1872-1917, p.23)"
1877,June 28,,"Sensaburo Kudzo, the first international student, graduates. Kudzo played a prominent role in establishing the normal school movement in Japan. He was an expert on western music. (Historical Sketch, 1894, p. 254; Kudzo Folder in Archives Vertical File) No other international students are known to have attended the school until 1908."
1880,,,"Kate Stoneman, teacher of penmanship at the Normal School, SNC graduate, Class of 1866, and a group of suffragists, successfully lobbies the NYS legislature to allow women to elect local school boards. Women were still barred from voting in the all other elections. In 1886 Ms. Stoneman is admitted to the bar after successfully lobbying the NYS Legislature and the Governor to have women admitted to the bar. She became the first woman lawyer in New York. In 1898, while still teaching at NYS Normal College, Stoneman becomes first women to earn a law degree from Albany Law School. (Geoffrey P. Williams & Carole Novick, “A Woman Who Wouldn't Take No For An Answer” Albany Law School Magazine, Spring 1992, pp. 16-19. Hereafter cited as Williams & Novick.)"
1882,May 23,,"Executive Committee accepts President Alden's resignation effective at the close of the term. (Exec. Comm. Minutes, May 23, 1882, Vol. II, p. 391-3) Alden’s contributions included the provision of equal pay for equal work regardless of sex and an insistence that English was as worthy of study as Greek & Latin. During his term the school accepted and graduated its first international student. (See a letter from the women faculty to Alden on his resignation praising his support for them in the Alden folder in the Archives Faculty File; see French, pp. 104-7) "
1882,June 22,,"Edward P. Waterbury, A.M., Ph.D., assumes office of president. A graduate of Normal School, Class of 1849, Waterbury had served as a faculty member at the Albany Academy, was a local insurance agent, and, at the time of his appointment, was a member of the school’s Executive Committee. Waterbury was appointed at the May 23, 1882 Executive Committee meeting. (Ibid.) Waterbury was the first graduate of the school to lead the school. Waterbury served as President until his death on August 28, 1889. Among his accomplishments were supervising the construction of a new school building on Willett Street, the authorship of the first history of the school, A Historical Sketch of the State Normal School at Albany, NY and a History of its Graduates, 1844-1884, the leadership of the school’s first Alumni fund-raising drive to fund the Alumni Memorial Window, and the introduction of a Kindergarten Department. (French, p. 107-117)"
1883,,,"New building planned for Willett Street across from Washington Park at a cost of $125,000. The architect was Frank J. Wright of the firm of Ogden & Wright. For floor plans see The Thirty-Second Annual Report of the State Superintendent of Public Instruction, Albany, Department of Public Instruction, January 1, 1886, p. 196. Alumni Association embarks on $5,000 fund raising campaign to pay for Alumni Memorial Window in Willett Street Building (at the time the largest stained glass window in the country). First major alumni fund-raising campaign. Window design executed by Ezra Prentice Treadwell, Esq. of Boston, but construction of the window may have been completed by Tiffany. (Ibid., 199-200; for information about Tiffany & Co see the Executive Committee Minutes for July 5, 1890, Executive Committee Minutes [transcription], vol.2, p. 557) "
1883,,,"A Kindergarten Department is established at Model School. (For Youth & the State, 11; Executive Committee Minutes, June 11, 1883, typescript, Vol. 2, p. 409) "
1883,December 27,4,"The Grand Reunion of Association of Graduates -With the support of Normal School Presidents Alden and Waterbury, ‘49, and lead by Secretary Sherman Williams, '71, the Association of Graduates was rebuilt in the 1870s and early 1880s. In preparation for the 1883 reunion 2,000 invitations were sent out to graduates whose addresses were known. Of that number a phenomenal 600 graduates attended what became known as the “Grand Reunion.” (French,p. 109) "
1883,,4,"-President Waterbury presents a history of the school to the Annual Meeting. The history was published in 1884 as A Historical Sketch of the State Normal School at Albany, N.Y. and A History of Its Graduates for Forty Years. Albany, N.Y., Brandow and Barton, 1884. The Historical Sketch includes a biographical sketch of the career of each graduate of the school to date. It was revised and reissued in 1888 and in 1894. (Annual Meeting Minutes, December 27, 1883, Alumni Association Minutes, 1872-1917, p. 33; French, p. 110-111) "
1883,,4,"-Fund-raising for Alumni Memorial Window commences at President Waterbury suggestion. The assembled graduates engaged in their first fund-raising event. To show their pride in the new Normal School Building being constructed on Willett Street across from Washington Park, they voted to commission Alumni Memorial Window for the Assembly Hall. A $5,000.00 fund-raising campaign was launched, chaired by Professor Albert N. Husted, SNS ‘55, for what was at that time the largest stained glass window in the United States. E. P. Treadwell Architect of Boston designs window, possibly completed  by Tiffany & Co. A Class Committee was formed and a representative of each class was designated to raise funds from their classmates. Donation of $2 to $10 were solicited. (Annual Meeting Minutes, December 27, 1883, Alumni Association Minutes, 1872-1917, p. 32; French, p. 109-110)"
1884,,,"A Historical Sketch of the State Normal School Established 1844, at Albany, N.Y. and a History of Its Graduates for the First Thirty-Eight Years, 1844-1884 is published on the fortieth anniversary of the founding of the school. The book was written and financed by President Edward P. Waterbury to prove that the Normal School had done its job educating the teachers of the state. (Executive Committee Minutes of December 5, 1889 contain a motion by Dr. Ward to purchase the remaining copies of Dr. Waterbury’s History of the School. Executive Committee Minutes [transcription], vol. 2, p. 554) "
1884,January 25,,"Evelena Williams graduates. Williams was the first identifiable African-American graduate of the State Normal School. Williams taught and was principal for nine years in a one room school house for African Americans in Jamacia, N.Y. She lost her job when the Jamacia schools were integrated in 1893 or 1894. Nothing in our schools surviving records indicates that Williams was African-American. That information comes from Carleton Maybee, Black Education in New York, p. ???????)"
1885,January 23,,"–U. S. President elect (at the time NYS Governor) Grover Cleveland presents degrees at Commencement. (See The Daily Graphic, New York, January 27, 1885, p. 630, for a full page sketch of presentation ceremony by [Miranda ?], Archives Flat File) "
1885,September 9,,"Willett St. Building occupied and opened for classes. The building was constructed at a cost of $199,647.00. The architect was Frank P. Wright of the Albany firm of Ogden & Wright in a style described by the Executive Committee as ""modern renaissance"". It was located at 82-96 Willett Street. The Willett Street Building was designed to accommodate 400 normal school students and 200 model school students. (French, p. 113; for a detailed description of the building see the Thirty-First Annual Report of the Executive Committee of the State Normal School to the Superintendent of Public Instruction and the Regents of the University for the year ending August 20, 1884, pp. 167-70 contained in the Thirty-First Annual Report of the State Superintendent of Public Instruction, State of New York, No. 8 in Assembly, January 6,1885; for the location of the building see City of Albany, Sanborn Insurance Map #60, 1892; for floor plans of the building see the Forty-Second Annual Report of the Executive Committee of the State Normal School to the Superintendent of Public Instruction and the Regents of the University for the Year ending August 20, 1885, pp. 196-7, contained in the Thirty-Second Annual Report of the State Superintendent of Public Instruction, State of New York, No. 17 in Assembly, January 5,1886. Photocopies of the Sanborn Map and the floor plans are in the University Achives Vertical File, folder Buildings, Willett Street.)"
1886,,,"Kate Stoneman, faculty member, passes the NYS bar exam, but is denied admission to the NYS Bar by the NYS Court of Appeals. Stoneman & her allies successfully petition the NYS Legislature & Governor to pass a law admitting women to the NYS Bar. Stoneman becomes NYS first woman lawyer, continues to teach at Normal School while practicing law. (Williams & Novick, pp. 16-19) "
1886,December 30,,"The first mention of Class Meetings of Alumni. Prior to this the business meeting would be described as followed by a Social Reunion. From this date forward class reunions followed the Business Meeting and preceeded the general Social Reunion. (Annual Meeting Minutes, December 30, 1886, Alumni Association Minutes, 1872-1917, p. 41) "
1887,,4,"December 30-- Decennial alumni reunion classes to be given special emphasis at future reunions. (Annual Meeting Minutes, December 30, 1887, Alumni Association Minutes, 1872-1917, p. 43)"
1888,,,"The Historical Sketch is updated and reissued by President Waterbury. Its new title is A Historical Sketch of the State Normal School Established 1844, at Albany, N.Y. and a History of Its Graduates for the First Thirty-Eight and Last Five Years Ending January 1, 1888 (Albany: Brandow Printing Co., 1888). "
1888,,,"Minerva statue acquired with money from student fines. (French, & Anna Pierce art. An article titled “Minerva,” The Echo, October 1909, p. 15, on the contrary, indicates that Minerva was only acquired in 1900 or 1901, five years before the January 1906 fire.)"
1889,August 28,,"President Edward P. Waterbury dies. The first graduate of the school to lead it, Waterbury oversaw the construction of the new Willett Street building, guided the Alumni Association in its first fund-raising campaign for the Alumni Memorial Window, and after gathering information on graduate’s careers, wrote the first history of the school. (Exec. Comm. Minutes, Sept. 13, 1889, Vol. II, p. 547) "
1889,September 13,,"Professor Husted appointed Acting Principal. (Ibid., pp. 550-51) "
1889,October 29,,William A. Milne takes office as President. (Exec. Comm. Minutes, Dec. 5, 1889, Vol. II, p. 553)
1890,March 13,,"The Board of Regents of the University of the State of New York changed the name of the school to the New York State Normal College. The same meeting resolved that “on or after September 1892"" instruction given in the college be restricted to “methods of teaching, school economy, philosophy and history of education, and such other matters as are properly and directly connected with the science and art of teaching.” A final resolution granted the school the right to grant bachelors, masters and doctor of Pedagogy degrees. (First Annual Report of the Executive Committee of the State Normal College to the Superintendent of Public Instruction, for the Year Ending July 25, 1890, p. 141 contained in the Thirty-Seventh Annual Report of Superintendent of Public Instruction, 1891, for the School Year ending July 25, 1890) The new curriculum included separate tracks, an English Course, a Classical Course, a course for College graduates, and a course for Kindergarteners. The College was also given the right to grant honorary degrees. (French, p. 165) "
1890,,,"Special Course introduced. This was the beginning of continuing education for practicing teachers. It was a one year course leading to a life license to teach. (French, pp. 137-38) "
1890,Fall,,"High School added to the Practice School. (For Youth & The State, p. 12) "
1890,Fall,,"First mention since the 1860s of physical education, called ""Physical Culture,"" as a required element of the curriculum, . Physical Culture was mentioned only in the fifth term. Lacking a gymnasium in the Willett Street Building, physical culture classes were held in the Young Men's Christian Association building. (Circular of the New York State Normal College, Albany, N.Y. For 1890 and 91, pp. 15, 19-20)"
1890,January 2,4,"The name of the Association of Graduates is amended to The Association of Graduates of the New York State Normal School and the New York State Normal College. (Annual Meeting Minutes, January 2, 1890, Alumni Association Minutes, 1872-1917, p. 50)  STUDENT LIFE Delta Omega Sorority founded. First recorded Greek society. (The Neon, 1900, p. 18)"
1891,,10,"The Quicksilver Reading Circle formed as private class by Mrs. Margaret S. Mooney, instructor in literature and elocution. The Circle studied literature. (The Normal College Echo, June 1992, p. 11)"
1892,November,4," A regular column of “Alumni Notes” begins in the November issue of The Normal College Echo, a monthly student literary and news journal. This column carried news of Alumni classes and events until it was superseded as the main organ of alumni news by the publication of the Alumni Quarterly in 1919. "
1892,June,10,"The Normal College Echo, first student newspaper/literary magazine/alumni publication begins as a monthly. "
1892,February 5,10,"Phi Delta Fraternity formed by merger of Normal Literary Union and Independent Order of Normals, two male literary societies. First male Greek letter society on campus. (The Normal College Echo, 1892-93, vol. 1; Neon, 1900, pp. 14-15) "
1892,,10,"Elite Literary Society formed in High School Department. (The Normal College Echo, December 1892, p. 9)"
1893,,,"Salary survey of first graduates of Normal College curriculum reveals that male graduates receive an average annual salary $1,025.00 while female graduates receive average salary of $550.00. The male graduates jobs were predominantly as principals of public schools, while the females positions are not described. (“Success to our Graduates,” The Normal College Echo, June 1893, p. 7) "
1893,,10,"Agassiz Association formed in late 1893 supervised by Professor Wetmore to encourage original scientific research by students. (The Normal College Echo, December 1893, p. 10)"
1894,"June 26, 27, 28",,"The School's Semi-Centenial Jubilee is celebrated with addresses by Superintendent of the Schools Dr. Andrew S. Draper, former Superintendent Neil Gilmour, Chancellor Anson J. Upson, and Mayor Oren E. Wilson. (French, p. 162) "
1894,June 28,4," Alumni Association President Milford H. Smith, ‘79, suggests the Association raise funds for a Soldiers Memorial Tablet honoring the school’s Civil War dead. In 1896 Albert N. Husted, a long time faculty member and Lieutenant & subsequently Captain of the Normal School Company, was designated chairman of the fund-raising committee. (Annual Meeting Minutes, June 28, 1894 & January 3, 1896, Alumni Association Minutes, 1872-1917, pp. 67 & 69) "
1894,,4,"The Alumni Association publish an updated history of the school and its graduates on the occasion of the 50th anniversary of the founding of the school titled An Historical Sketch of the State Normal College and a History of Its Graduates for Fifty Years (Albany: Brandow, 1894). (French, p. 164) An annotated copy of this volume in the University Archives contains updates of graduates names, addresses and careers through the class of 1918."
